"","event_name","creation_date","duration","rsvp","venue_name","venue_rating","rating_count","venue.city","address_1","lat","long","group_name","group_rating","category_name"
"2347","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2348","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2349","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2350","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2351","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2352","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2353","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2354","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2355","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2356","Accenture Rising Voices Toastmasters",2015-10-13,1,1,"Accenture",0,0,"Chicago","161 North Clark Street",41.884777,-87.630608,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"2357","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2358","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2359","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2360","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2361","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2362","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2363","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2364","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2365","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2366","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2367","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2368","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2369","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2370","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2371","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2372","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2373","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2374","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2375","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2376","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2377","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2378","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2379","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2380","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2381","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2382","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2383","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2384","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2385","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2386","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2387","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2388","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2389","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2390","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2391","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2392","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2393","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2394","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2395","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2396","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2397","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2398","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2399","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2400","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2401","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2402","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2403","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2404","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2405","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2406","Take an improv class in a creative community!",2015-03-26,3,1,"Leela",5,1,"San Francisco","901 Mission Street, Suite #306",37.782158,-122.406586,"Improv for Actors (SF)","5.00","Arts & Culture"
"2407","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2408","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2409","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2410","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2411","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2412","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2413","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2414","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2415","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2416","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2417","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2418","$3.00 Happy Hr - NYC Small Business Owners, Salespeople Consultants, Networkers",2016-02-18,2,2,"Fat Cat - Music & Games",4.35,386,"New York City","75 Christopher St (at 7th Ave)",40.733562,-74.003204,"NYC Small Business Owners, Consultants & Salespeople Network","5.00","Career & Business"
"2419","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,5,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2420","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2421","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2422","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2423","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2424","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2425","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2426","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
"2427","PROFESSIONAL: Breakfast Roundtable for SBO & Entrepreneurs",2017-08-18,1.5,1,"Bond Collective Flatiron",4.5,2,"New York City","115 East 23rd Street",40.740074,-73.985611,"Collaboration & Partnerships Connection Events NYC","5.00","Career & Business"
